"Story","Title","Result","Date","Stability","Duration (s)"
"Se requiere hacer pruebas a la parte de la tienda de DemoBlaze","Agregar producto a la cesta de compras","SUCCESS","2023-09-15T03:02:15.0447012-05:00[America/Bogota]","0.0","9.53"
